,Age,Gender,Technology_Usage_Hours,Social_Media_Usage_Hours,Gaming_Hours,Screen_Time_Hours,Mental_Health_Status,Stress_Level,Sleep_Hours,Physical_Activity_Hours,Support_Systems_Access,Work_Environment_Impact,Online_Support_Usage
5836,47,Other,9.46,4.72,3.08,12.62,Fair,High,5.48,0.13,Yes,Negative,Yes
5837,58,Male,11.08,1.62,1.69,11.9,Good,High,4.91,5.67,No,Positive,Yes
5838,40,Female,1.12,7.27,2.56,11.85,Fair,Medium,5.8,6.94,Yes,Positive,No
5839,34,Female,8.76,3.12,3.88,3.84,Fair,Medium,8.62,4.45,Yes,Negative,No
5840,58,Male,6.5,1.7,4.18,1.57,Good,Low,7.07,3.44,No,Positive,No
5841,38,Other,6.89,0.94,4.02,3.53,Fair,Low,7.25,5.78,No,Positive,No
5842,57,Male,6.58,3.5,4.43,5.23,Fair,High,8.6,8.25,No,Negative,No
5843,31,Female,3.39,4.19,3.87,11.37,Good,Low,5.38,5.22,Yes,Negative,Yes
5844,60,Male,8.88,4.78,3.01,11.95,Excellent,Medium,5.83,0.61,No,Negative,Yes
5845,32,Female,3.94,6.83,2.14,1.75,Good,Medium,4.63,6.1,No,Neutral,Yes
5846,41,Female,8.04,1.12,0.23,1.14,Good,Low,7.05,6.85,Yes,Neutral,No
5847,50,Male,11.9,4.67,2.69,5.27,Poor,High,4.15,8.27,Yes,Neutral,No
5848,48,Female,10.55,3.55,3.83,10.0,Fair,High,7.3,5.27,Yes,Neutral,No
5849,42,Other,8.68,7.39,3.56,4.71,Fair,Low,6.62,4.42,No,Neutral,Yes
5850,32,Male,1.74,3.31,4.34,4.04,Poor,High,8.36,2.37,No,Negative,Yes
5851,47,Male,7.17,5.79,0.79,13.83,Fair,Low,5.15,6.51,No,Negative,No
5852,55,Male,8.77,4.02,4.5,4.34,Excellent,Medium,8.46,0.58,No,Positive,No
5853,36,Male,6.14,5.18,1.66,5.69,Fair,Low,7.12,4.83,Yes,Neutral,Yes
5854,65,Other,7.39,4.55,3.4,13.43,Good,Medium,8.85,1.61,Yes,Positive,Yes
5855,61,Other,11.04,7.84,2.74,11.13,Poor,Medium,7.18,9.74,Yes,Neutral,No
5856,38,Male,3.94,3.94,2.4,3.18,Fair,Medium,4.66,3.93,Yes,Negative,Yes
5857,24,Other,6.49,4.71,4.54,7.06,Good,Low,4.86,3.38,Yes,Positive,No
5858,23,Female,5.3,2.62,4.44,7.56,Fair,Low,8.83,4.06,Yes,Neutral,No
5859,41,Other,3.03,7.35,0.1,11.87,Fair,High,7.56,9.04,Yes,Negative,No
5860,60,Male,3.64,1.07,3.24,13.53,Fair,Low,4.71,9.17,Yes,Neutral,Yes
5861,23,Male,7.63,6.25,0.37,13.35,Fair,Medium,5.66,8.35,Yes,Neutral,No
5862,33,Female,2.43,6.55,4.35,8.77,Fair,Medium,7.1,9.81,Yes,Neutral,No
5863,18,Other,9.37,4.72,4.86,6.77,Excellent,Medium,4.81,2.23,No,Neutral,Yes
5864,21,Male,7.55,4.33,0.28,12.4,Poor,Medium,7.99,7.11,No,Neutral,No
5865,23,Other,9.11,0.59,4.01,5.73,Excellent,High,5.15,0.75,No,Positive,No
5866,22,Female,10.31,5.42,3.72,11.53,Excellent,Medium,8.41,2.4,No,Neutral,No
5867,25,Male,7.97,3.1,1.24,13.46,Good,Medium,8.95,8.95,Yes,Neutral,Yes
5868,49,Female,6.6,6.79,2.46,2.44,Poor,Medium,7.83,0.31,Yes,Positive,No
5869,24,Female,9.17,5.97,4.73,12.25,Good,High,5.23,4.55,Yes,Negative,No
5870,56,Other,8.66,7.91,1.0,4.0,Excellent,Medium,5.49,8.6,No,Negative,Yes
5871,44,Male,11.1,7.05,0.73,1.09,Good,Medium,6.78,8.98,No,Positive,No
5872,64,Other,11.69,1.62,2.84,14.1,Excellent,High,6.79,7.88,Yes,Positive,Yes
5873,52,Female,5.42,2.15,3.76,14.01,Excellent,High,6.59,3.83,Yes,Neutral,Yes
5874,23,Other,11.8,3.08,1.52,13.75,Good,Medium,7.24,9.51,No,Positive,Yes
5875,18,Male,1.7,0.7,2.92,2.99,Poor,Low,4.43,8.06,Yes,Negative,No
5876,53,Female,4.71,5.08,2.1,6.07,Good,High,7.3,6.87,No,Negative,Yes
5877,20,Female,4.6,6.04,1.7,9.49,Excellent,Medium,5.01,2.32,Yes,Negative,Yes
5878,25,Other,1.17,5.97,2.69,2.1,Excellent,Low,4.75,7.49,Yes,Neutral,No
5879,18,Other,9.62,6.92,3.44,5.1,Fair,Medium,8.14,2.3,No,Positive,Yes
5880,61,Female,7.43,2.77,3.55,10.77,Poor,Medium,6.15,7.64,Yes,Negative,No
5881,23,Male,5.85,1.12,0.24,1.04,Excellent,High,7.04,5.89,No,Negative,No
5882,54,Female,10.67,6.14,1.26,1.16,Poor,Medium,5.13,7.53,No,Positive,Yes
5883,37,Female,9.22,0.98,4.95,11.11,Poor,High,5.59,7.28,No,Negative,No
5884,32,Female,9.03,0.11,3.39,5.94,Excellent,Low,8.17,2.27,Yes,Positive,Yes
5885,55,Other,3.63,1.64,0.28,11.28,Poor,Medium,7.55,1.54,No,Positive,No
5886,28,Female,3.14,1.13,0.86,14.24,Good,Medium,5.47,0.63,No,Positive,Yes
5887,52,Female,7.96,6.23,3.56,9.94,Poor,Low,7.37,7.61,Yes,Positive,No
5888,52,Male,9.42,6.01,0.23,8.32,Fair,Low,6.15,3.33,No,Positive,No
5889,44,Female,2.56,2.57,3.5,3.06,Good,High,5.09,5.01,Yes,Neutral,No
5890,28,Male,1.61,3.39,3.75,1.79,Excellent,Low,8.94,1.04,No,Neutral,No
5891,39,Female,3.21,1.77,0.05,14.77,Excellent,Low,7.34,9.86,Yes,Positive,No
5892,50,Male,5.97,0.88,3.62,13.54,Good,Low,7.58,7.48,No,Positive,No
5893,57,Female,6.57,2.54,1.41,14.61,Poor,High,4.44,6.02,No,Neutral,Yes
5894,52,Female,7.33,6.04,4.47,11.71,Poor,Medium,4.35,9.7,Yes,Negative,Yes
5895,38,Female,5.35,1.19,2.06,1.39,Excellent,High,5.3,8.44,No,Negative,No
5896,34,Female,3.34,2.88,4.08,12.23,Fair,Medium,4.99,5.55,No,Negative,Yes
5897,40,Other,11.81,4.82,1.17,14.83,Good,Medium,6.84,2.1,Yes,Positive,No
5898,26,Other,11.33,7.14,2.69,11.11,Fair,High,5.86,8.47,No,Negative,No
5899,55,Female,1.96,3.94,2.8,5.76,Excellent,Medium,7.57,5.13,Yes,Neutral,No
5900,30,Other,3.55,7.61,1.02,1.84,Fair,High,4.01,4.44,Yes,Positive,No
5901,60,Male,2.58,2.66,4.89,14.13,Fair,Low,5.57,6.83,No,Neutral,Yes
5902,42,Male,2.83,5.44,3.89,8.31,Excellent,High,8.78,7.02,No,Positive,No
5903,43,Male,11.31,4.88,2.47,4.83,Poor,Low,7.79,4.49,No,Positive,No
5904,20,Male,10.96,2.93,4.41,13.37,Good,Medium,6.96,9.28,No,Positive,No
5905,27,Other,7.28,7.04,4.77,9.0,Excellent,Medium,4.15,7.08,Yes,Neutral,No
5906,45,Female,5.12,3.25,1.85,3.95,Fair,Medium,7.01,5.14,No,Negative,Yes
5907,29,Other,3.87,2.13,0.63,6.73,Fair,High,6.77,5.99,Yes,Neutral,Yes
5908,21,Male,8.04,0.07,3.49,5.28,Excellent,High,7.52,2.45,No,Neutral,Yes
5909,23,Male,2.3,0.54,1.32,13.64,Poor,Low,6.59,0.65,Yes,Positive,No
5910,54,Female,8.88,1.81,3.47,2.68,Fair,Medium,4.11,6.73,No,Neutral,No
5911,52,Male,9.52,4.8,0.36,10.57,Good,Low,6.0,1.39,No,Neutral,No
5912,53,Female,10.99,1.2,1.23,10.1,Excellent,High,7.16,8.56,No,Negative,Yes
5913,46,Other,6.04,4.81,0.16,3.99,Good,High,5.94,0.32,Yes,Positive,No
5914,63,Female,6.51,3.4,2.29,3.58,Poor,Low,5.17,5.43,No,Negative,Yes
5915,25,Male,9.98,2.33,3.04,3.62,Fair,High,4.22,2.37,Yes,Positive,Yes
5916,65,Other,7.44,2.7,0.16,14.68,Poor,Medium,4.95,3.14,Yes,Positive,Yes
5917,41,Male,6.8,1.06,0.83,3.53,Poor,High,7.61,4.52,No,Positive,Yes
5918,44,Other,9.33,1.93,2.45,8.2,Poor,High,7.86,4.46,Yes,Negative,No
5919,18,Male,5.24,1.65,0.02,14.27,Excellent,Low,4.61,7.31,Yes,Negative,No
5920,22,Female,11.69,7.4,3.62,2.43,Excellent,Low,6.96,5.11,Yes,Positive,No
5921,49,Other,7.78,2.35,4.99,3.73,Poor,Low,5.78,3.61,No,Negative,No
5922,54,Other,7.75,3.0,2.29,1.54,Fair,Medium,4.76,3.78,No,Negative,Yes
5923,43,Male,4.0,5.76,4.66,7.9,Good,High,6.87,0.76,No,Negative,No
5924,48,Female,6.16,0.14,1.15,9.87,Poor,High,6.7,3.19,Yes,Positive,No
5925,61,Female,4.49,4.06,1.27,2.66,Good,High,5.48,0.17,No,Negative,Yes
5926,43,Female,7.97,4.16,3.01,14.01,Good,High,4.23,7.2,No,Neutral,Yes
5927,28,Other,8.03,0.19,1.27,4.59,Good,Medium,4.43,9.11,No,Neutral,No
5928,38,Male,5.47,4.6,0.21,3.67,Excellent,Low,5.03,2.71,No,Negative,Yes
5929,48,Female,6.11,1.88,4.81,9.17,Excellent,High,8.59,8.62,Yes,Positive,Yes
5930,34,Male,3.89,6.91,2.72,7.24,Good,Low,4.06,2.28,No,Positive,Yes
5931,48,Female,3.02,1.34,2.84,6.44,Good,Low,6.15,7.81,No,Neutral,Yes
5932,53,Other,7.87,3.46,2.4,3.23,Good,Medium,7.8,5.49,No,Positive,Yes
5933,54,Male,7.65,2.12,4.61,8.72,Fair,Low,5.55,9.18,Yes,Neutral,Yes
5934,30,Male,2.88,4.1,1.37,3.09,Excellent,Low,8.78,9.06,Yes,Positive,Yes
5935,52,Other,1.43,0.47,1.89,5.06,Poor,Low,6.47,1.13,Yes,Positive,No
5936,48,Other,10.05,6.47,4.87,10.23,Good,High,5.73,4.44,Yes,Positive,No
5937,57,Female,11.91,6.39,2.68,7.57,Good,High,8.65,6.64,Yes,Positive,Yes
5938,41,Other,9.76,5.37,2.06,9.12,Poor,Medium,8.86,6.37,Yes,Neutral,Yes
5939,19,Male,3.52,5.72,1.95,5.15,Excellent,High,4.82,0.99,No,Neutral,No
5940,41,Female,5.11,4.24,2.46,11.21,Excellent,Low,5.61,7.72,Yes,Positive,No
5941,30,Other,3.77,7.86,2.82,13.91,Good,Medium,5.28,3.49,No,Positive,Yes
5942,25,Male,7.49,3.19,0.04,2.22,Good,Low,6.71,9.9,No,Positive,Yes
5943,38,Female,9.84,2.86,3.31,12.57,Excellent,Low,4.79,4.92,No,Neutral,Yes
5944,50,Male,5.53,3.48,2.19,5.51,Fair,High,7.73,0.86,No,Negative,No
5945,44,Female,9.52,6.05,2.75,12.87,Excellent,Medium,5.47,9.16,Yes,Positive,Yes
5946,61,Other,8.09,6.22,1.09,11.78,Poor,Low,8.12,4.35,Yes,Positive,No
5947,33,Male,8.38,6.64,2.28,1.82,Excellent,High,7.63,5.09,Yes,Neutral,Yes
5948,38,Female,1.89,1.67,0.16,14.09,Poor,High,8.24,7.62,Yes,Neutral,Yes
5949,63,Female,8.8,3.15,1.1,8.65,Good,Low,4.97,2.64,No,Neutral,No
5950,18,Male,3.6,7.6,3.73,4.69,Fair,Medium,6.08,8.91,No,Neutral,No
5951,57,Female,11.06,6.26,1.83,10.84,Fair,High,6.75,4.54,No,Neutral,No
5952,48,Other,10.52,2.65,3.97,5.96,Good,Medium,6.37,8.33,No,Negative,No
5953,32,Female,9.5,6.65,2.11,10.06,Good,Medium,4.35,3.78,Yes,Negative,No
5954,47,Other,8.31,6.6,4.12,4.9,Excellent,Medium,5.22,0.57,Yes,Neutral,Yes
5955,27,Female,1.12,5.58,4.96,4.33,Good,Medium,6.89,6.93,No,Negative,No
5956,45,Female,3.93,4.6,1.89,10.3,Good,Low,7.6,9.17,No,Negative,No
5957,59,Female,4.22,6.96,2.01,10.41,Good,High,6.92,9.43,Yes,Neutral,No
5958,22,Female,9.52,1.59,4.74,4.91,Excellent,Medium,4.75,4.84,Yes,Negative,Yes
5959,45,Other,1.13,7.03,2.34,12.3,Poor,Medium,7.35,4.32,No,Positive,No
5960,26,Male,1.61,2.42,2.19,7.25,Fair,High,7.64,8.05,No,Negative,Yes
5961,35,Female,2.8,0.91,1.63,7.11,Good,High,5.28,7.76,Yes,Neutral,No
5962,58,Female,6.14,5.24,3.24,10.6,Fair,Low,7.5,8.65,No,Positive,No
5963,50,Other,6.92,6.92,3.59,10.69,Poor,Low,6.68,3.73,Yes,Negative,No
5964,46,Other,10.69,0.98,2.98,8.69,Poor,Low,8.47,1.11,Yes,Neutral,Yes
5965,59,Female,10.08,3.57,1.61,11.61,Fair,Medium,7.65,0.13,No,Positive,No
5966,27,Other,5.55,1.76,0.14,13.51,Poor,Medium,4.85,6.87,Yes,Neutral,Yes
5967,48,Male,11.88,2.27,2.21,7.07,Excellent,Low,5.12,9.8,Yes,Positive,No
5968,54,Male,10.87,7.35,2.95,9.85,Fair,Low,8.29,3.84,Yes,Positive,Yes
5969,39,Male,2.39,2.2,2.92,11.86,Good,Low,7.59,2.77,No,Positive,Yes
5970,61,Female,5.71,0.22,4.13,4.05,Good,Medium,7.9,6.43,Yes,Positive,Yes
5971,58,Other,6.53,2.23,1.08,13.06,Excellent,Low,4.32,2.38,Yes,Negative,Yes
5972,58,Other,2.17,1.51,3.17,8.26,Excellent,Low,8.04,8.26,No,Negative,No
5973,59,Other,10.38,4.06,3.36,5.5,Excellent,Medium,4.73,4.72,No,Positive,Yes
5974,39,Male,5.86,7.27,4.91,5.29,Poor,Low,5.0,4.63,No,Positive,No
5975,27,Other,5.24,3.89,1.41,5.75,Excellent,Medium,8.5,7.72,Yes,Positive,No
5976,27,Other,7.54,7.77,2.23,12.37,Good,High,7.55,7.38,No,Neutral,Yes
5977,24,Other,2.94,7.8,4.0,8.92,Good,Medium,4.93,6.27,No,Positive,No
5978,18,Other,11.24,2.26,1.55,8.78,Poor,Low,8.68,3.34,Yes,Positive,No
5979,45,Other,5.06,6.8,3.32,13.42,Poor,Medium,8.91,0.17,No,Neutral,No
5980,45,Male,10.2,3.57,2.35,2.35,Poor,Medium,8.42,9.27,No,Negative,Yes
5981,31,Female,7.75,0.55,4.54,5.92,Poor,High,7.79,1.49,Yes,Neutral,No
5982,41,Male,2.81,4.14,3.53,13.12,Fair,High,6.84,9.82,Yes,Positive,Yes
5983,33,Female,8.87,3.48,3.92,1.42,Good,High,7.68,8.84,No,Neutral,Yes
5984,61,Other,2.62,6.85,2.62,12.26,Poor,Medium,4.74,6.29,No,Positive,No
5985,35,Other,7.23,1.86,0.7,9.53,Fair,High,8.72,8.03,Yes,Neutral,Yes
5986,64,Male,11.46,1.58,0.54,6.1,Good,Low,8.49,1.39,No,Negative,Yes
5987,44,Female,1.36,1.93,2.84,6.08,Fair,Low,5.06,3.78,Yes,Neutral,Yes
5988,58,Other,8.31,6.38,0.76,12.49,Fair,Medium,4.37,0.39,Yes,Positive,No
5989,51,Female,5.85,6.76,1.45,5.52,Fair,High,8.04,2.6,No,Negative,No
5990,28,Male,5.61,0.67,4.57,9.51,Good,Medium,8.47,4.9,No,Negative,Yes
5991,24,Other,10.05,5.43,1.06,13.33,Excellent,High,7.7,0.63,Yes,Positive,Yes
5992,59,Female,6.69,0.42,1.11,2.73,Fair,Medium,5.41,5.07,No,Positive,Yes
5993,23,Female,2.28,0.93,3.85,13.3,Good,Medium,6.91,0.1,Yes,Neutral,No
5994,42,Female,10.15,7.03,2.95,13.13,Good,Low,6.29,8.57,Yes,Negative,No
5995,51,Male,5.81,4.69,1.8,11.42,Excellent,High,7.37,3.76,No,Positive,Yes
5996,59,Female,11.13,3.83,2.06,10.68,Fair,Medium,7.64,0.79,Yes,Negative,Yes
5997,22,Female,8.41,2.3,2.26,1.92,Good,Low,7.68,5.68,Yes,Positive,No
5998,64,Other,10.03,3.62,0.07,12.39,Good,High,5.36,0.86,Yes,Positive,Yes
5999,19,Other,9.11,1.12,0.35,2.07,Good,High,4.95,8.5,Yes,Positive,No
6000,61,Female,11.15,0.64,0.14,6.63,Excellent,Low,8.95,4.1,No,Negative,No
6001,46,Male,11.98,6.98,4.62,9.38,Excellent,Low,4.12,8.99,No,Positive,Yes
6002,39,Male,5.5,4.51,1.56,6.3,Good,High,7.04,0.39,Yes,Positive,No
6003,44,Other,5.69,2.39,1.05,8.03,Fair,Medium,8.17,3.76,Yes,Positive,No
6004,29,Female,4.73,0.84,2.31,14.25,Fair,High,8.97,4.2,Yes,Neutral,Yes
6005,62,Male,3.67,6.04,2.15,6.07,Poor,High,6.48,6.34,No,Neutral,No
6006,28,Female,3.49,4.87,0.49,4.82,Fair,Low,5.52,6.82,No,Neutral,Yes
6007,64,Female,5.73,4.88,0.58,9.01,Excellent,Low,6.79,4.45,No,Positive,No
6008,22,Male,3.48,6.47,1.89,8.9,Excellent,Medium,8.12,3.2,Yes,Negative,Yes
6009,34,Female,5.28,5.68,1.12,5.01,Good,High,7.97,9.51,No,Neutral,Yes
6010,41,Female,9.82,0.39,1.98,10.25,Poor,Medium,5.67,7.98,No,Positive,Yes
6011,36,Other,3.97,2.33,1.38,4.98,Fair,High,6.18,5.13,No,Negative,No
6012,30,Female,2.01,0.06,3.9,13.54,Fair,Medium,5.97,9.42,No,Positive,No
6013,41,Male,7.84,5.96,1.38,3.06,Excellent,High,5.08,8.17,Yes,Neutral,Yes
6014,18,Female,7.59,7.52,4.16,1.79,Good,Low,5.09,2.24,No,Negative,No
6015,29,Other,7.81,3.38,2.64,7.9,Good,High,8.8,4.08,Yes,Negative,Yes
6016,43,Male,9.95,3.74,4.87,2.12,Fair,High,5.09,9.22,No,Neutral,No
6017,46,Male,2.71,2.43,1.53,8.76,Excellent,Medium,5.92,4.22,Yes,Positive,Yes
6018,29,Other,4.77,7.74,4.02,5.59,Poor,Low,4.13,3.47,Yes,Positive,No
6019,29,Male,4.28,7.24,3.68,2.97,Good,High,4.18,4.4,No,Positive,Yes
6020,37,Male,1.78,0.45,1.69,4.49,Poor,Medium,5.75,8.46,No,Positive,No
6021,40,Male,4.35,3.01,2.66,6.61,Poor,Medium,4.99,2.02,Yes,Neutral,No
6022,58,Female,6.51,6.86,0.21,11.7,Excellent,Medium,5.55,1.55,Yes,Neutral,No
6023,28,Female,8.2,0.59,3.87,7.16,Good,Medium,5.86,1.21,Yes,Positive,Yes
6024,39,Female,7.23,1.67,2.37,8.11,Good,High,5.32,3.86,Yes,Negative,No
6025,25,Other,11.52,7.42,0.64,1.18,Poor,High,5.35,2.03,Yes,Neutral,No
6026,53,Male,6.33,6.61,3.31,1.27,Good,High,7.89,3.29,Yes,Positive,No
6027,64,Male,1.73,3.17,0.17,1.96,Fair,Medium,8.96,1.27,Yes,Negative,No
6028,41,Female,1.47,6.37,4.0,2.05,Good,Medium,7.09,9.43,No,Neutral,No
6029,26,Female,3.66,0.8,4.08,7.13,Poor,High,4.2,5.61,No,Negative,Yes
6030,41,Female,8.83,4.41,3.92,8.52,Good,Low,7.45,6.27,Yes,Positive,No
6031,54,Male,11.97,5.24,2.22,3.53,Good,Low,5.33,5.32,No,Negative,No
6032,34,Other,4.34,4.04,3.4,12.52,Poor,Low,8.76,4.22,Yes,Neutral,Yes
6033,25,Female,4.9,0.32,3.27,10.3,Good,High,6.41,3.47,No,Negative,Yes
6034,55,Female,1.84,7.24,1.22,10.16,Good,Medium,4.72,7.94,Yes,Positive,Yes
6035,46,Female,5.37,2.42,3.37,3.31,Fair,High,4.69,5.65,No,Positive,No
6036,25,Male,10.24,0.83,0.91,11.02,Fair,Low,5.83,7.62,Yes,Neutral,Yes
6037,65,Male,8.72,0.61,0.18,8.41,Good,High,4.92,8.38,Yes,Positive,Yes
6038,48,Other,2.62,7.42,2.32,12.19,Poor,Medium,4.21,3.07,Yes,Positive,Yes
6039,42,Female,4.17,7.75,3.08,10.34,Good,Medium,7.58,8.02,Yes,Neutral,No
6040,30,Female,6.7,4.46,1.46,1.13,Poor,Low,8.44,3.34,No,Neutral,No
6041,46,Male,7.79,0.38,3.64,12.81,Excellent,High,5.02,1.56,No,Negative,No
6042,39,Female,9.18,2.3,2.1,9.22,Excellent,Medium,6.42,8.54,No,Negative,No
6043,48,Female,2.71,7.11,0.45,9.67,Poor,Medium,7.0,1.38,Yes,Positive,Yes
6044,24,Female,9.84,7.88,1.29,12.77,Poor,Medium,6.31,7.86,No,Neutral,No
6045,27,Female,6.04,5.53,0.18,2.36,Fair,Low,5.21,5.59,No,Positive,No
6046,48,Male,5.86,6.27,2.11,3.96,Excellent,Low,7.53,7.35,No,Negative,No
6047,25,Other,6.07,4.8,3.8,8.85,Poor,Low,5.02,5.8,No,Positive,Yes
6048,43,Female,4.75,1.17,4.4,5.74,Excellent,High,8.99,8.8,Yes,Negative,Yes
6049,55,Female,11.26,5.3,1.46,6.37,Fair,High,7.67,8.63,Yes,Neutral,No
6050,47,Male,4.65,3.94,1.1,4.29,Fair,Medium,7.13,7.88,No,Negative,Yes
6051,58,Female,3.57,6.78,4.11,8.77,Excellent,Medium,5.36,7.75,No,Negative,Yes
6052,32,Male,5.12,7.53,4.01,8.28,Good,Low,7.92,3.94,No,Neutral,No
6053,28,Other,11.76,2.24,4.18,10.93,Excellent,High,8.15,8.01,Yes,Negative,No
6054,26,Other,7.46,1.4,1.65,8.22,Fair,High,5.15,1.29,Yes,Neutral,No
6055,55,Other,8.52,2.03,2.82,3.61,Fair,High,7.46,5.58,Yes,Negative,No
6056,51,Other,8.66,2.3,0.87,6.21,Good,Low,8.76,7.02,Yes,Neutral,Yes
6057,37,Male,6.74,7.47,2.43,2.6,Excellent,Medium,8.11,9.34,No,Neutral,Yes
6058,38,Male,1.34,0.36,2.55,12.23,Good,Medium,4.73,5.46,No,Neutral,Yes
6059,34,Other,1.52,2.87,3.83,6.33,Fair,Low,7.49,6.35,No,Negative,Yes
6060,62,Female,6.49,4.13,1.37,11.36,Good,Low,8.79,4.3,Yes,Negative,Yes
6061,64,Male,3.79,5.81,3.11,2.56,Good,Low,4.52,1.16,Yes,Positive,No
6062,20,Male,1.67,2.6,0.7,13.22,Fair,High,5.94,7.75,Yes,Positive,No
6063,37,Female,6.48,3.4,4.06,8.22,Excellent,Medium,5.39,9.57,Yes,Positive,No
6064,38,Male,2.36,4.15,1.43,11.72,Excellent,Medium,6.87,4.11,Yes,Neutral,No
6065,24,Female,5.35,2.08,0.82,10.13,Fair,Medium,8.77,1.08,Yes,Neutral,No
6066,23,Female,3.46,5.63,3.4,7.04,Poor,Low,8.1,2.47,Yes,Positive,Yes
6067,44,Other,10.76,6.83,1.09,1.68,Good,Low,5.35,7.86,No,Positive,Yes
6068,47,Male,5.64,3.08,1.0,9.58,Good,Low,7.23,5.37,No,Neutral,No
6069,64,Other,5.84,0.2,2.49,7.27,Fair,Medium,8.33,5.04,No,Negative,No
6070,63,Other,8.52,3.84,3.81,8.43,Fair,Medium,7.6,0.43,No,Neutral,No
6071,30,Female,5.96,7.17,0.12,2.82,Poor,Low,5.42,5.06,No,Positive,No
6072,62,Female,4.11,2.52,3.43,7.11,Excellent,Medium,7.51,5.39,Yes,Neutral,Yes
6073,22,Female,11.57,5.1,1.38,8.24,Fair,High,4.47,8.58,Yes,Positive,Yes
6074,51,Other,2.04,5.16,1.08,3.41,Excellent,High,6.59,5.01,Yes,Neutral,Yes
6075,65,Male,5.09,1.14,3.24,12.57,Excellent,Low,8.3,0.54,No,Negative,No
6076,41,Male,9.82,2.03,4.91,12.78,Fair,Low,8.14,5.3,No,Neutral,No
6077,47,Other,5.76,1.46,2.05,2.52,Poor,Low,6.11,5.39,No,Positive,Yes
6078,34,Female,2.24,3.86,2.76,9.16,Good,Low,6.3,4.34,Yes,Neutral,No
6079,56,Female,4.85,6.42,3.4,4.17,Poor,Medium,6.15,1.74,Yes,Negative,No
6080,26,Male,6.44,2.49,4.79,13.2,Good,Low,7.54,0.82,Yes,Positive,Yes
6081,28,Other,1.14,1.98,2.45,2.77,Excellent,High,7.96,2.12,No,Neutral,Yes
6082,48,Other,3.62,1.12,3.27,11.19,Poor,Medium,6.52,3.78,Yes,Neutral,Yes
6083,42,Female,2.7,3.15,4.15,2.54,Fair,Low,6.92,8.99,No,Negative,No
6084,32,Male,2.46,5.92,1.98,11.04,Poor,Low,4.73,4.99,No,Positive,No
6085,37,Female,3.76,4.25,0.04,13.72,Excellent,Low,7.06,8.35,No,Positive,No
6086,34,Other,3.6,2.06,0.25,4.22,Excellent,High,7.95,6.59,No,Neutral,Yes
6087,52,Other,4.21,2.36,1.65,1.6,Good,Medium,4.07,2.99,Yes,Negative,Yes
6088,59,Other,4.79,5.92,1.93,1.82,Fair,Low,4.88,7.06,No,Neutral,Yes
6089,27,Other,2.7,0.93,2.62,5.64,Fair,High,7.59,6.17,Yes,Neutral,No
6090,60,Other,4.22,6.94,0.02,13.83,Fair,Medium,7.23,8.1,No,Positive,No
6091,55,Female,9.48,3.44,4.27,14.17,Good,High,8.05,0.55,Yes,Neutral,No
6092,63,Other,11.93,1.37,3.71,11.02,Poor,High,5.06,9.17,No,Negative,Yes
6093,34,Female,9.34,7.2,4.14,14.1,Good,High,8.35,1.51,No,Negative,No
6094,42,Female,6.09,7.62,1.22,6.52,Fair,Low,4.73,2.21,No,Neutral,No
6095,25,Male,5.35,1.24,3.42,2.09,Fair,Medium,8.54,3.8,Yes,Neutral,Yes
6096,25,Female,11.92,0.35,0.2,3.28,Good,Medium,5.46,4.09,No,Negative,Yes
6097,24,Male,3.19,2.84,1.85,6.75,Fair,Medium,4.38,2.0,No,Positive,No
6098,42,Other,7.6,6.34,0.71,2.15,Excellent,Medium,8.16,0.82,Yes,Positive,No
6099,19,Other,9.89,0.94,1.79,12.89,Poor,High,7.86,3.88,Yes,Neutral,No
6100,36,Male,10.89,5.94,4.09,13.07,Excellent,Medium,8.99,2.23,No,Positive,Yes
6101,49,Other,8.81,4.23,3.61,9.94,Poor,Low,7.73,2.39,No,Positive,Yes
6102,35,Male,10.41,3.28,2.17,12.35,Fair,Low,7.85,5.15,No,Neutral,No
6103,18,Female,6.16,4.53,1.04,10.51,Excellent,Low,8.15,2.43,No,Neutral,Yes
6104,57,Female,7.08,0.27,1.34,4.06,Good,Medium,8.92,3.95,Yes,Neutral,Yes
6105,34,Other,3.9,0.11,1.89,7.69,Fair,High,4.84,7.52,Yes,Negative,Yes
6106,21,Other,2.2,0.5,1.27,9.98,Excellent,Medium,5.82,6.23,No,Positive,Yes
6107,35,Male,8.68,2.55,2.76,7.27,Poor,High,4.68,7.45,No,Positive,No
6108,26,Other,3.12,7.25,3.18,10.56,Poor,Low,4.24,7.86,Yes,Negative,No
6109,49,Female,4.25,4.93,3.82,10.61,Good,Low,6.96,8.94,Yes,Negative,Yes
6110,18,Male,9.77,2.28,0.68,3.72,Fair,Low,8.57,5.93,No,Neutral,No
6111,56,Other,9.03,6.42,0.21,7.74,Excellent,Medium,4.79,3.17,Yes,Negative,Yes
6112,36,Male,7.51,7.24,0.83,2.0,Fair,Medium,5.85,4.75,Yes,Neutral,Yes
6113,18,Other,6.15,2.43,2.37,14.05,Excellent,Medium,7.08,7.07,Yes,Negative,No
6114,50,Other,6.83,5.69,0.86,3.79,Excellent,Medium,5.52,1.89,No,Neutral,Yes
6115,52,Female,9.9,3.03,2.74,13.54,Excellent,Medium,8.95,0.89,No,Positive,Yes
6116,42,Male,8.15,0.05,2.27,13.21,Fair,Low,6.8,4.43,Yes,Neutral,No
